,title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,capacity_gb
1886,Seagate SkyHawk AI,,210.00,10 TB,0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1887,Western Digital Red,5.0,179.00,6 TB,0.030,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
1888,Inland Professional,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1889,Sabrent Rocket 4 Plus G,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1890,PNY CS1031,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1891,Mushkin Vortex-LX,,80.98,1 TB,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1892,Klevv CRAS C925,,46.99,500 GB,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1893,Western Digital Caviar Blue,3.5,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,500.0
1894,VisionTek Data Fusion 2-way,,412.72,240 GB,1.720,SSD,,PCIe,PCIe x2,240.0
1895,Intel 750,,499.00,400 GB,1.248,SSD,,PCIe,PCIe x4,400.0
1896,Seagate BarraCuda,4.0,249.58,3 TB,0.083,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,3000.0
1897,Western Digital Purple,3.0,114.00,3 TB,0.038,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1898,Micron 1100,,199.99,1 TB,0.200,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
1899,Intel 545s,3.0,53.95,128 GB,0.421,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
1900,Seagate Enterprise Performance,,339.06,2.4 TB,0.141,10000 RPM,256 MB,"2.5""",SAS 12.0 Gb/s,2400.0
1901,Gigabyte AORUS RGB,,,256 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,256.0
1902,PNY XLR8 CS3030,5.0,114.03,250 GB,0.456,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
1903,Seagate EXOS Enterprise,,293.50,6 TB,0.049,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
1904,Inland Performance,,244.55,2 TB,0.122,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1905,Silicon Power UD90,,,250 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,250.0
1906,Toshiba X300 Pro,,298.99,14 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
1907,Fantom Drives VENOM7,,84.99,1 TB,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1908,Kingston SSDNow V+100,,,512 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,512.0
1909,Seagate BarraCuda,4.0,,750 GB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,750.0
1910,Seagate Constellation ES.2,3.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1911,OCZ RevoDrive,,,50 GB,,SSD,,PCIe,PCIe x4,50.0
1912,Western Digital Green,4.5,,2 TB,,5900 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,2000.0
1913,Western Digital Black,4.5,64.00,750 GB,0.085,7200 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,750.0
1914,Samsung 840 Evo,4.5,,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,500.0
1915,Intel 730,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
1916,Kingston SSDNow E100,,,200 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,200.0
1917,AMD RADEON-R7SSD-240G,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
1918,Samsung SM951,4.5,,256 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,256.0
1919,Silicon Power Slim S55,4.0,30.02,240 GB,0.125,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
1920,AMD Radeon R3,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1921,Western Digital Green,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1922,Seagate IronWolf NAS,5.0,129.99,2 TB,0.065,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1923,Toshiba XG3,5.0,,128 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,128.0
1924,Seagate Enterprise Capacity,,,12 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
1925,Silicon Power A80,4.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1926,TEAMGROUP GX1,4.0,71.17,480 GB,0.148,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1927,TEAMGROUP GX1,3.0,28.00,120 GB,0.233,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1928,Micron 2200,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1929,Intel D3-S4510,,178.00,960 GB,0.185,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
1930,Inland 1TB Performance,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1931,Samsung PM871b,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1932,ADATA Swordfish,4.5,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
1933,Seagate FireCuda Compute,5.0,,2 TB,,Hybrid,,"2.5""",SATA 6.0 Gb/s,2000.0
1934,Silicon Power UD70,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1935,Acer SA100,,,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1920.0
1936,Acer SA100,,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
1937,Western Digital Black SN750 Rev2,,114.99,500 GB,0.230,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1938,Seagate Exos 7E8 512e,5.0,,6 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
1939,Seagate Exos X18,,367.52,16 TB,0.023,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,16000.0
1940,Klevv CRAS C720,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1941,Toshiba N300,,,6 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
1942,Inland QN322,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1943,Leven JPS600,1.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1944,Netac NV2000,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1945,Micron 5300 PRO,,,7.68 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,7680.0
1946,G.Skill Ripjaws S3,,,240 GB,,SSD,,M.2-2280,M.2 SATA,240.0
1947,Transcend SSD230S,,179.99,2 TB,0.090,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
1948,AGI AI298,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1949,Western Digital SN530,,58.00,512 GB,0.113,SSD,,M.2-2230,M.2 PCIe 3.0 X4,512.0
1950,Inland TD510,4.0,219.99,2 TB,0.110,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
1951,Seagate SkyHawk AI,,239.99,10 TB,0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1952,Silicon Power A55,5.0,,1 TB,,SSD,,M.2-2280,M.2 SATA,1000.0
1953,Silicon Power UD85,,,250 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,250.0
1954,Western Digital WDBMMA0030HNC-NRSN,5.0,69.98,3 TB,0.023,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1955,Hitachi A7K1000-1000,3.5,64.70,1 TB,0.065,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,1000.0
1956,Seagate ST4000LM016,5.0,169.00,4 TB,0.042,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,4000.0
1957,TEAMGROUP T-Create Classic I45,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1958,XOC SP900,,82.00,1 TB,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1959,Western Digital VelociRaptor,4.5,149.94,300 GB,0.500,10000 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,300.0
1960,Seagate Cheetah 15K.7,,140.00,600 GB,0.233,15000 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,600.0
1961,Seagate Exos 7E8,,100.00,1 TB,0.100,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,1000.0
1962,Lexar NM760,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1963,Integral V Series Plus,,30.53,256 GB,0.119,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
1964,Toshiba MK6465GSX,5.0,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,640.0
1965,Seagate Momentus XT,4.5,93.00,750 GB,0.124,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,750.0
1966,Western Digital RE,4.0,,4 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
1967,HP 691862-B21,,,100 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,100.0
1968,Intel DC S3710,,211.00,200 GB,1.055,SSD,,"2.5""",SATA 6.0 Gb/s,200.0
1969,Hitachi Ultrastar He8,5.0,325.00,8 TB,0.041,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,8000.0
1970,Patriot Burst,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1971,Toshiba MG06ACA10TE,,,10 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1972,Patriot Burst,3.0,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
1973,PNY CS2130,3.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1974,Transcend 220S,,44.00,256 GB,0.172,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1975,Western Digital Purple,,405.00,18 TB,0.022,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,18000.0
1976,Seagate Exos 7E10 512n,,169.52,4 TB,0.042,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,4000.0
1977,Inland Platinum,,24.99,256 GB,0.098,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
1978,Inland Gaming Performance Plus,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1979,Mushkin ELEMENT,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1980,Seagate BarraCuda,3.5,85.00,320 GB,0.266,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,320.0
1981,Western Digital Caviar Black,4.0,155.54,500 GB,0.311,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,500.0
1982,Intel X25-M,4.5,155.00,80 GB,1.938,SSD,,"2.5""",SATA 3.0 Gb/s,80.0
1983,Western Digital Caviar Green,4.0,,1 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
1984,Western Digital VelociRaptor,4.5,,150 GB,,10000 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,150.0
1985,Intel 313,,,20 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,20.0
1986,Samsung 840,4.5,,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,250.0
1987,SanDisk X110,4.5,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
1988,Crucial M500,4.5,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1989,Western Digital Blue,3.0,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,320.0
1990,Samsung 840 Evo,4.5,,750 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,750.0
1991,Hitachi Ultrastar 7K3000,,,3 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,3000.0
1992,SK Hynix SH910A,4.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
1993,AMD RADEON-R7SSD-120G,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1994,SanDisk SSD PLUS,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1995,Intel 535,4.5,78.70,240 GB,0.328,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
1996,Samsung PM863,,,3.84 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,3840.0
1997,SanDisk X400,4.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
1998,ADATA SP550,,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
1999,OCZ RD400A,,,1 TB,,SSD,,PCIe,PCIe x4,1000.0
2000,Drevo Ares,,,256 GB,,SSD,,PCIe,PCIe x1,256.0
2001,Western Digital Red Pro,,330.10,10 TB,0.033,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
2002,Hitachi Ultrastar,4.0,,2 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,2000.0
2003,HP EX920,4.5,,256 GB,,SSD,256 MB,M.2-2280,M.2 PCIe 3.0 X4,256.0
2004,Kingston A1000,4.0,,480 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,480.0
2005,ADATA XPG SX6000,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2006,Corsair MP300,4.5,,120 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,120.0
2007,Samsung 860 Evo,,,1 TB,,SSD,,mSATA,mSATA,1000.0
2008,Seagate Barracuda Compute,,,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
2009,TEAMGROUP MP34,4.5,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
2010,Mushkin Pilot-E,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2011,TEAMGROUP T-Force Vulcan,4.5,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
2012,HP EX900,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2013,Intel 5450s,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
2014,Seagate Exos 7E8,5.0,97.00,2 TB,0.048,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,2000.0
2015,Western Digital Ultrastar,,54.00,240 GB,0.225,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
2016,Samsung PM871b,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
2017,Transcend 220S,,167.51,2 TB,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2018,Silicon Power UD70,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2019,Integral M,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
2020,Klevv CRAS C710,5.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
2021,Western Digital Black SN750 Rev2,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2022,YMTC ZHITAI,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
2023,Western Digital PC SN730,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2024,TEAMGROUP T-Force Cardea A440 Pro,5.0,,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
2025,Seagate Exos X18,5.0,,18 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,18000.0
2026,PNY CS2130,,,4 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,4000.0
2027,GOODRAM CL100 gen.3,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
2028,Netac NV5000-N,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
2029,Seagate Lightsaber Collection FireCuda,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
2030,Western Digital PC SN740 Opal,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0
2031,ADATA LEGEND 700 GOLD,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2032,Seagate Barracuda PCIe,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
2033,KingSpec XF,,70.99,1 TB,0.071,SSD,,M.2-2230,M.2 PCIe 4.0 X4,1000.0
2034,Seagate SkyHawk AI,2.0,218.94,8 TB,0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
2035,Seagate SkyHawk Surveillance +Rescue,,149.99,6 TB,0.025,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
2036,MSI SPATIUM M371,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2037,Silicon Power UD85,,,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
2038,KingSpec XG7000 PRO,,74.99,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
2039,Toshiba N300,,284.99,14 TB,0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
2040,Western Digital Purple,5.0,134.99,6 TB,0.022,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,6000.0
2041,Transcend MTS800,,65.00,64 GB,1.016,SSD,,M.2-2280,M.2 SATA,64.0
2042,Intel SSDMCEAW120A401,,60.00,120 GB,0.500,SSD,,mSATA,mSATA,120.0
2043,Toshiba S300 Pro,,159.00,6 TB,0.026,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
2044,Intel 320,,99.00,40 GB,2.475,SSD,,"2.5""",SATA 3.0 Gb/s,40.0
2045,Hitachi Deskstar 5K3000,5.0,125.00,3 TB,0.042,5400 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,3000.0
2046,Corsair Force LE,4.5,219.99,480 GB,0.458,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
2047,Intel 600p,4.5,189.00,1 TB,0.189,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2048,Crucial MX300,5.0,299.99,2.05 TB,0.146,SSD,,"2.5""",SATA 6.0 Gb/s,2050.0
2049,Seagate IronWolf,4.5,205.00,6 TB,0.034,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,6000.0
2050,Seagate SkyHawk,,214.00,8 TB,0.027,5900 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
2051,Samsung PM893,,174.50,480 GB,0.364,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
2052,OWC Mercury Electra 6G,,26.99,250 GB,0.108,SSD,,"2.5""",SATA 6.0 Gb/s,250.0
2053,KingSpec XG7000,,78.99,1 TB,0.079,SSD,,M.2-2242,M.2 PCIe 4.0 X4,1000.0
2054,Seagate Exos X24 SED,,,20 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,20000.0
2055,XOC Nitro,,56.97,1 TB,0.057,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
2056,Seagate Pipeline HD,,,320 GB,,5900 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,320.0
2057,Intel 530,4.0,189.00,240 GB,0.787,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
2058,Kingston SSDNow 200,4.0,,30 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,30.0
2059,Transcend MTS400,4.0,49.48,32 GB,1.546,SSD,,M.2-2242,M.2 SATA,32.0
2060,Intel 545s,,37.00,128 GB,0.289,SSD,,M.2-2280,M.2 SATA,128.0
2061,Seagate FireCuda,5.0,394.99,2 TB,0.197,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2062,Angelbird Wings MX2,,,2 TB,,SSD,,PCIe,PCIe x2,2000.0
2063,Western Digital Purple Pro,,325.99,14 TB,0.023,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
2064,HP EX900 Plus,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2065,Lexar NQ780,,119.49,1 TB,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
2066,Western Digital Caviar Green,4.0,45.00,500 GB,0.090,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,500.0
2067,Hitachi 7K2000,4.0,,2 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,2000.0
2068,Western Digital RE4,4.5,33.99,500 GB,0.068,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,500.0
2069,Intel 510,,,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,250.0
2070,Seagate BarraCuda,3.5,59.00,320 GB,0.184,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,320.0
2071,Samsung 830,5.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
2072,ADATA Premier Pro SP900,4.0,299.95,256 GB,1.172,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
2073,Western Digital Green,4.0,80.00,1 TB,0.080,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,1000.0
2074,Seagate Constellation.2,,,1 TB,,7200 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,1000.0
2075,Kingston SSDNow E100,,,100 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,100.0
2076,Kingston SSDNow E100,,,400 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,400.0
2077,Intel DC S3500,,192.00,800 GB,0.240,SSD,,"2.5""",SATA 6.0 Gb/s,800.0
2078,Crucial M550,,,256 GB,,SSD,,M.2-2280,M.2 SATA,256.0
2079,Seagate ST3146356SS-IM,,68.00,146 GB,0.466,15000 RPM,16 MB,"3.5""",SAS 3.0 Gb/s,146.0
2080,Samsung XP941,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 2.0 X4,512.0
2081,Seagate Archive HDD v2,,,6 TB,,5900 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,6000.0
2082,Seagate Surveillance HDD,,,4 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
2083,Biwin CSE25A00001-512,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
2084,Plextor M8Pe,,,1 TB,,SSD,1024 MB,PCIe,PCIe x4,1000.0
2085,Intel Pro 5400s,,612.10,1 TB,0.612,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
2086,TEAMGROUP L5 LITE 3D,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
2087,TEAMGROUP L5 LITE 3D,4.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
2088,KingDian S280,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
2089,Western Digital Black NVMe,4.5,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
2090,Gigabyte GP-GSM2NE8256GNTD,4.5,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,256.0
2091,XPG SX6000 Lite,3.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
2092,Kingston KC2000,4.0,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
2093,Hitachi HDN724040ALE640,,,4 TB,,7200 RPM,,"3.5""",SATA 6.0 Gb/s,4000.0
2094,Seagate ST500VM000,,45.00,500 GB,0.090,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,500.0
2095,Kingston DC450R,,830.31,3.84 TB,0.216,SSD,,"2.5""",SATA 6.0 Gb/s,3840.0
2096,Corsair MP400,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2097,ADATA XPG GAMMIX S70,3.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
2098,Neo Forza eSports,5.0,,1 TB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2099,TEAMGROUP T-Create Expert,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2100,Kingston UV500B,4.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
2101,Kingston HyperX FURY RGB,4.0,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
2102,Gigabyte UD PRO 512,4.0,,512 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,512.0
2103,Patriot VPN100,5.0,,256 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,256.0
2104,Plextor M8VG,,,512 GB,,SSD,1024 MB,M.2-2280,M.2 SATA,512.0
2105,TEAMGROUP MP34,5.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
2106,XPG SX6000 Lite,3.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
2107,Kingston KC2000,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
2108,Seagate Barracuda Compute,5.0,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
2109,Seagate Barracuda Compute,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
2110,Seagate Exos X14,,325.49,12 TB,0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
2111,Patriot Viper Gaming VP4100,4.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
2112,HP S700,4.0,,500 GB,,SSD,,M.2-2280,M.2 SATA,500.0
2113,Intel DC S3610,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
2114,Toshiba MG06ACA800E,,279.98,8 TB,0.035,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
2115,ADATA Falcon,4.0,157.40,1 TB,0.157,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2116,Addlink X70,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
2117,Silicon Power US70,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
2118,TEAMGROUP T-Force Vulcan G,5.0,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
2119,Angelbird Wings MX2,,,1 TB,,SSD,,PCIe,PCIe x2,1000.0
2120,Integral M,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
2121,Western Digital Black AN1500,,,2 TB,,SSD,,PCIe,PCIe x8,2000.0
2122,Toshiba MG08,,,14 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
2123,Seagate IronWolf Pro 125,,,3.84 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,3840.0
2124,TEAMGROUP T-Force Cardea Z44Q,5.0,,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
2125,Seagate Exos X18,,438.69,18 TB,0.024,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,18000.0
2126,KIOXIA EXCERIA,,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
